,name,url,xml_url,release_date,status,description
31,AutoML Translation,https://cloud.google.com/translate/automl/docs/release-notes,https://cloud.google.com/feeds/automl-translate-release-notes.xml,"November 01, 2018",Changed,"Changed
The AutoML Translation service account requires additional permissions to access project resources when using the AutoML Translation UI. You must add the role serviceusage.serviceUsageAdmin. See step 8 in Before You Begin."
32,AutoML Translation,https://cloud.google.com/translate/automl/docs/release-notes,https://cloud.google.com/feeds/automl-translate-release-notes.xml,"September 18, 2018",Changed,"Changed
AutoML Translation supports many new languages as source or target languages paired with English, bringing the total number of supported language pairs to 100. See Language Support for Custom Models for the complete list."
33,AutoML Translation,https://cloud.google.com/translate/automl/docs/release-notes,https://cloud.google.com/feeds/automl-translate-release-notes.xml,"August 24, 2018",Changed,"Changed
The URL for the AutoML Translation UI has changed to https://cloud.google.com/automl/ui/translation. The previous URL https://beta-dot-custom-vision.appspot.com/translation/ will remain active."
34,AutoML Translation,https://cloud.google.com/translate/automl/docs/release-notes,https://cloud.google.com/feeds/automl-translate-release-notes.xml,"August 02, 2018",Changed,"Changed
AutoML Translation supports Swahili (sw) as a target language from English (en) as a source language.



Language Pair
Language Codes




Swahili <- English
sw <- en


"
35,AutoML Translation,https://cloud.google.com/translate/automl/docs/release-notes,https://cloud.google.com/feeds/automl-translate-release-notes.xml,"July 24, 2018",Feature,"Feature
Models created during the EAP will continue to be valid for the Beta. You do not need to recreate/retrain models. However, the format of resource IDs (dataset IDs, model IDs, and operation IDs) is changing. If you are using hardcoded resource IDs, you need to obtain new IDs for those resources (using the get or list method) by August 31, 2018.
Note: Enabling the AutoML API for your project automatically also enables the Cloud Vision API, Cloud Translation API, and Cloud Natural Language API. Disabling any of these three APIs will also disable the AutoML API"
36,AutoML Translation,https://cloud.google.com/translate/automl/docs/release-notes,https://cloud.google.com/feeds/automl-translate-release-notes.xml,"May 24, 2018",Changed,"Changed
The refresh of the AutoML Translation EAP release introduces a new UI design and a new API. The previous version of the AutoML Translation EAP UI is deprecated, and the new AutoML API is not compatible with the previous API.
You must reimport the contents any previously created datasets. You can find the original contents at gs://{project-id}-vcm/{dataset-name}/uploads/{document-name}.txt.
If you used the previous version of the AutoML Translation UI to create custom models based on other custom translation models (rather than the default Google Neural Machine Translation model), you will also need to recreate or retrain those models using the new UI."
37,AutoML Translation,https://cloud.google.com/translate/automl/docs/release-notes,https://cloud.google.com/feeds/automl-translate-release-notes.xml,"March 30, 2018",Changed,"Changed

The AutoML Translation EAP web application now enables you to build a custom model based on another custom translation model that you built.
A sample Java application is available that demonstrates how to send a request for translation and obtain the response back.
"
38,AutoML Translation,https://cloud.google.com/translate/automl/docs/release-notes,https://cloud.google.com/feeds/automl-translate-release-notes.xml,"February 27, 2018",Changed,"Changed
The following language translation pairs have been added:



Language Pair
Language Codes




Dutch -> English
nl -> en


Hebrew -> English
iw -> en


"
39,AutoML Translation,https://cloud.google.com/translate/automl/docs/release-notes,https://cloud.google.com/feeds/automl-translate-release-notes.xml,"February 05, 2018",Changed,"Changed
The following language translation pairs have been added:



Language Pair
Language Codes




Arabic -> English
ar -> ens


Chinese (Simplified) -> English
zh-CN -> ens


French <-> English
fr <-> ens


German -> English
de -> ens


Italian <-> English
it <-> ens


Japanese <- English
ja <- ens


Korean <- English
ko <- ens


Portuguese (Portugal, Brazil) -> English
pt -> ens


Russian <-> English
ru <-> ens


Turkish <- English
tr <- en


"
40,AutoML Translation,https://cloud.google.com/translate/automl/docs/release-notes,https://cloud.google.com/feeds/automl-translate-release-notes.xml,"January 17, 2018",Feature,"Feature
AutoML Translation EAP release."
41,AutoML Video Intelligence Classification,https://cloud.google.com/video-intelligence/automl/docs/release-notes,https://cloud.google.com/feeds/automl-video-intelligence-classification-release-notes.xml,"April 10, 2019",Feature,"Feature
Cloud AutoML Video Intelligence Classification Beta has been released.
Issue
Microsoft Internet Explorer and Microsoft Edge do not support all features of AutoML Video Classification. If you encounter any problems, try Google Chrome, Safari, or Firefox."
42,AutoML Video Intelligence Object Tracking,https://cloud.google.com/video-intelligence/automl/object-tracking/docs/release-notes,https://cloud.google.com/feeds/automl-video-intelligence-object-tracking-release-notes.xml,"September 23, 2019",Feature,"Feature
AutoML Video Object Tracking allows you to create datasets, 
create models,
evaluate models,
and make predictions
through the AutoML user interface."
43,AutoML Video Intelligence Object Tracking,https://cloud.google.com/video-intelligence/automl/object-tracking/docs/release-notes,https://cloud.google.com/feeds/automl-video-intelligence-object-tracking-release-notes.xml,"July 02, 2019",Issue,"Issue
Microsoft Edge and Microsoft Internet Explorer do not support all features of AutoML Video Object Tracking. If you encounter problems, try Google Chrome, Safari, or Firefox.
Feature
Cloud AutoML Video Intelligence Object Tracking Beta has been released."
44,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"April 03, 2020",Changed,"Changed
Integration with VPC Service Controls is now in beta stage."
45,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"February 21, 2020",Changed,"Changed
Old prediction service shutdown February 20, 2020
Classification models trained prior to GA UI migration in September 2020 will be undeployed as of February 21, 2020. Online predictions with these models will fail until you redeploy the models by following instructions published below on October 17, 2019."
46,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"November 20, 2019",Changed,"Changed
Image Classification General Availability (GA) release
Some notes about the GA release:

Cloud AutoML Vision and AutoML Vision Edge are now in General Availability (GA). The Service Level Agreement has been published.
We've introduced a new version (v1) of the Cloud AutoML API. The current version (v1beta1) is deprecated and is scheduled for deletion within six months. As a result, you will need to migrate your applications from the v1beta1 version to the v1 version. If you have integrated with the Create Dataset API, you will also need to change your code to reflect changes with v1 version integration.

Creating dataset will now return an Operation, whose status must be requested to detect completion.
Both dataset and model can be updated using patch, with a field mask that can include labels and displayName for both, and description only for dataset.
In ModelEvaluation, baseAuPrc has been deprecated. This is the Area Under Precision-Recall Curve metric based on priors.
Specifying an Image is the only option for ExamplePayload of online prediction. The inputConfig option was not supported and has been deleted.

The maximum supported lifespan for custom models created in Cloud AutoML Vision and AutoML Vision Edge has changed from two years to 18 months. 
The new pricing for Image Classification is effective November 21, 2019 at 12 AM Pacific Time. For further information, including pricing examples, please refer to our pricing page. 
Image Classification models trained prior to the Beta Refresh release of October 9, 2019, will serve online predictions under the old pricing structure until you redeploy. Online predictions from these models will stop on February 21, 2020, unless you redeploy. 

For more information, see the product documentation."
47,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"November 12, 2019",Changed,"Changed
GA pricing published
The new pricing for Image Classification is effective the day after GA release later this year. For further information, including pricing examples, please refer to our pricing page. 
Changed
Old prediction service live through February 20, 2020 with beta pricing
We've migrated your datasets to the GA UI. As a result, your Classification models trained prior to the migration are shown as deployed with '0 nodes' until you redeploy them. 
To allow customers enough time to review their models, any model deployed with '0' nodes at GA will:

continue to serve online predictions from the old service until February 20, 2020.
be charged according to our current pricing, which is $3 per 1,000 images
be excluded from our Service Level Agreement (SLA) offered at GA

If no action is taken, these existing models will be undeployed on February 21, 2020. Online predictions will fail until you redeploy by following instructions published below on October 17, 2019."
48,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"October 17, 2019",Changed,"Changed
Avoid Unnecessary Classification Model Deployment Charges at GA

Review each project's Models. You can review your models by: 

Visit the Google Cloud Console project selector dashboard to access each of your projects in turn. 
From each project page, click the top left navigation menu (hamburger icon), scroll down and select Vision dashboard (Artificial Intelligence > Vision). 
From the Vision dashboard, select the Image Classification card under AutoML Vision. If dataset migration has completed for your project, you will be redirected to access the UI shared with Object Detection. Some customers will not be redirected in this step today, and must complete the following steps when redirection works. If you cannot complete them by October 31st, 2019, join the cloud-vision-discuss Google group to request assistance. 

The UI will display your existing Classification models as deployed with '0 nodes'. This indicates that they are still deployed on the old online prediction service. 
Redeploy active Image Classification models or update model's node number to adjust online prediction queries served per second, Each node that is selected for deployment will incur hourly charge of $1.25 (USD) at GA. 
When you are done with these steps, no Classification model should be left in initial state, deployed with '0 nodes'. Each model left in this state will serve online predictions from the old service, but will be excluded from our Service Level Agreement offered at GA, and will be undeployed on February 21, 2020.
"
49,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"October 14, 2019",Feature,"Feature
Batch prediction Beta
The following Beta feature is available in API version v1beta1:
In addition to online predictions in our Cloud and predictions at the Edge, we now support batch predictions in our Cloud with your AutoML Vision models. 
Making batch predictions is documented for both Image Classification and Object Detection.
Feature
TensorFlow.js Integration Beta
This integration allows AutoML Vision Edge models to be exported as TensorFlow.js package. 
The edge model can be deployed in an increasing number of platforms with TensorFlow.js support, including all major browsers and server-side in Node.js. You may want to view the documented user journey for exporting to web, and TensorFlow.js tutorial for Edge Image Classification models."
50,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"October 09, 2019",Feature,"Feature
Image Classification Beta Refresh
Image Classification Beta Refresh has been released. The unified infrastructure now supports both Classification and Object Detection as model objectives.

Dataset migration for existing Classification projects is ongoing. Unless your project has migrated, the issue published below on September 30, 2019 will continue to be relevant for you. Please follow instructions there.
New  projects created after this release will not have this restriction. Selecting Classification as an option while creating a new dataset in the User Interface for Object Detection will succeed for them.

The following features that Classification customers had been used to will not be available in the unified infrastructure:

Integrated Human labeling; alternatively, you can use Cloud AI Platform Data Labeling Service.
Automated deployment of models will happen if you opt-in; you can manually deploy and set the number of nodes on which your model(s) are deployed. Both the UI and the API support this feature.

Changed
Model deployment & undeployment
Starting with this release, users must deploy their trained models before they are able to make predictions with them. They will also need to undeploy models to avoid incurring deployment charges when Classification models switch to deployment-based pricing for online predictions at General Availability later in 2019.
For more information, see the Deploying models and Undeploying models topics."
51,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"September 30, 2019",Issue,"Issue
New Dataset Issue for Image Classification
On September 30, we begin migrating Classification datasets, prioritizing the projects created since July 2018 beta release of this feature. Following migration, creation of Classification datasets will succeed in the UI for Object Detection for these projects even before the Beta Refresh release. So the above caveats stop applying when dataset migrations is done, and the project is redirected to the unified UI.
The How-to Guides for Object Detection can be used temporarily to understand how tasks such as deploying and undeploying models are done in the unified UI. These changes will be reflected in the Classification documentation by the Beta Refresh release date.
Some caveats until AutoML Vision announces Beta Refresh release:

Selecting Classification as an option while creating a new dataset in the User Interface for Object Detection  will succeed, but will block further progress.
Importing data into this dataset will fail.  These release notes will be updated when this issue has been resolved.
To avoid this issue, please continue creating new Classification datasets in the UI for Image Classification.
Until our Beta Refresh release, separate selection cards for Image Classification and Object Detection will be available in the Vision Dashboard.
Following the release, these two cards will be replaced by single AutoML Vision card, and new Classification datasets will not be subject to this issue.
"
52,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"April 10, 2019",Feature,"Feature
AutoML Vision Edge Beta Release
AutoML Vision Edge Beta has been released. Some notes about the Beta release:

You can access the updated AutoML Vision Beta UI with with AutoML Vision Edge support at https://cloud.google.com/automl/ui/vision.
You can now perform all of your AutoML Vision Edge tasks using the AutoML API. Create datasets, train models, make predictions, and export models. For details, see the how-to guides.
You can currently only supply base64-encoded image content to the predict method. For an example, see the Annotating prediction images page.

For more information, see the product documentation.
Issue
Microsoft Edge and Microsoft Internet Explorer do not support all features of  AutoML Vision. If you are having problems, try Google Chrome,  Safari, or Firefox."
53,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"November 01, 2018",Changed,"Changed
The AutoML Vision service account requires additional permissions to access project resources when using the AutoML Vision UI. You must add the role serviceusage.serviceUsageAdmin. See step 8 in Before You Begin."
54,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"August 24, 2018",Changed,"Changed
The AutoML Vision service account requires additional permissions to access project resources when using the AutoML Vision UI. You must add the role serviceusage.serviceUsageAdmin. See step 8 in Before You Begin."
55,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"July 24, 2018",Feature,"Feature
Beta release
AutoML Vision Beta has been released.
Changed
Beta changes
Models created prior to July 19 must be recreated/retrained as soon as possible to avoid service interruptions. Models created prior to July 19 will only accept prediction requests until October 19.
The format of resource IDs (dataset IDs, model IDs, and operation IDs) is changing. If you are using hardcoded resource IDs, you need to obtain new IDs for those resources (using the get or list method) by August 31, 2018.
During the beta period, you can no longer use the Cloud ML Engine API to query your models.
Note: Enabling the AutoML API for your project automatically also enables the Cloud Vision API, Cloud Translation API, and Cloud Natural Language API. Disabling any of these three APIs will also disable the AutoML API."
56,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"May 03, 2018",Feature,"Feature
Alpha release
AutoML Vision Alpha has been released. Some notes about the alpha release:

You can access the AutoML Vision Alpha UI at http://beta-dot-custom-vision.appspot.com.
You can now perform all of your AutoML Vision tasks using the AutoML API. Create datasets, train models, make predictions, and much more. For details, see Cloud-hosted model quickstart.
Making a prediction for an image is no longer supported by the images:annotate method of the Cloud Vision API. Instead, use the predict method of the AutoML API.
The AutoML Vision Alpha UI does not currently include the ability to list the models that have been trained for a dataset.
You can currently only supply base64-encoded image content to the predict method. For an example, see Make a prediction.

For more information, see the product documentation."
57,AutoML Vision Image Classification (ICN),https://cloud.google.com/vision/automl/docs/release-notes,https://cloud.google.com/feeds/automl-vision-release-notes.xml,"February 01, 2018",Feature,"Feature
The vision.googleapis.com service must be enabled from the Google Cloud Platform Console. New projects automatically enable the API when you use the Do it for me button during setup.
Changed
Pricing is now in effect for advanced models.
Changed
The vision.googleapis.com service must be enabled from the Google Cloud Platform Console. New projects automatically enable the API when you use the Do it for me button during setup."
58,AutoML Vision Object Detection,https://cloud.google.com/vision/automl/object-detection/docs/release-notes,https://cloud.google.com/feeds/automl-vision-object-detection-release-notes.xml,"April 03, 2020",Changed,"Changed
Integration with VPC Service Controls is now in beta stage."
59,AutoML Vision Object Detection,https://cloud.google.com/vision/automl/object-detection/docs/release-notes,https://cloud.google.com/feeds/automl-vision-object-detection-release-notes.xml,"November 20, 2019",Changed,"Changed
Object Detection General Availability (GA) release
Some notes about the GA release:

Cloud AutoML Vision and AutoML Vision Edge are now in General Availability (GA). The Service Level Agreement has been published.
We've introduced a new version (v1) of the Cloud AutoML API. The current version (v1beta1) is deprecated and is scheduled for deletion within six months. As a result, you will need to migrate your applications from the v1beta1 version to the v1 version. If you have integrated with the Create Dataset API, you will also need to change your code to reflect changes with v1 version integration.

Creating datasets will now return an Operation, whose status must be requested to detect completion.
Both dataset and model can be updated using patch, with a field mask that can include labels and displayName for both, and description only for dataset.
Specifying an Image is the only option for ExamplePayload of online prediction. The inputConfig option was not supported and has been deleted.

The maximum supported lifespan for custom models created in Cloud AutoML Vision and AutoML Vision Edge has changed from two years to 18 months. 

For more information, see the product documentation."
60,AutoML Vision Object Detection,https://cloud.google.com/vision/automl/object-detection/docs/release-notes,https://cloud.google.com/feeds/automl-vision-object-detection-release-notes.xml,"October 14, 2019",Feature,"Feature
Batch prediction Beta
The following Beta feature is available in API version v1beta1:
In addition to online predictions in our Cloud and predictions at the Edge, we now support batch predictions in our Cloud with your AutoML Vision models. 
Making batch predictions is documented for both Image Classification and Object Detection.
Feature
TensorFlow.js Integration Beta
This integration allows AutoML Vision Edge models to be exported as TensorFlow.js package. 
The edge model can be deployed in an increasing number of platforms with TensorFlow.js support, including all major browsers and server-side in Node.js. You may want to view the documented user journey for exporting to web, and TensorFlow.js tutorial for Edge Object Detection models."
61,AutoML Vision Object Detection,https://cloud.google.com/vision/automl/object-detection/docs/release-notes,https://cloud.google.com/feeds/automl-vision-object-detection-release-notes.xml,"August 29, 2019",Feature,"Feature
AutoML Vision Edge Beta Release
Some notes about the Beta release:

You can access the updated AutoML Vision Object Detection Beta UI with with AutoML Vision Edge support at https://console.cloud.google.com/vision.
You can now perform all of your AutoML Vision Edge tasks using the AutoML API. Create datasets, train models, make predictions, and export models. For details, see the how-to guides.
You can currently only supply base64-encoded image content to the predict method. For an example, see the Annotating prediction images page.

For more information, see the product documentation.
Issue
Microsoft Edge and Microsoft Internet Explorer do not support all features of AutoML Vision Object Detection. If you are having problems, try Google Chrome, Safari, or Firefox."
62,AutoML Vision Object Detection,https://cloud.google.com/vision/automl/object-detection/docs/release-notes,https://cloud.google.com/feeds/automl-vision-object-detection-release-notes.xml,"June 18, 2019",Changed,"Changed
Model node number update
Notes about the update:

You can now update the number of nodes a deploy model is on without first having to undeploy the model.

For more information, see the managing models topic."
