,release_date,name,url,xml_url,status,description
25,2020-04-28,Operations Suite,https://cloud.google.com/stackdriver/docs/release-notes,https://cloud.google.com/feeds/stackdriver-release-notes.xml,Deprecated,"Cloud Monitoring
Deprecated
The 5.x version of the Cloud Monitoring agent for Linux is deprecated. Users are encouraged to upgrade their agents as soon as possible.
Deprecated
The stack-install.sh and the  install-monitoring-agent.sh installation scripts for the Cloud Monitoring agent for Linux are deprecated. Refer to the Installing the Cloud Monitoring agent guide for the latest installation procedures."
26,2020-04-28,Cloud Profiler,https://cloud.google.com/profiler/docs/release-notes,https://cloud.google.com/feeds/stackdriver-release-notes.xml,Deprecated,"Cloud Monitoring
Deprecated
The 5.x version of the Cloud Monitoring agent for Linux is deprecated. Users are encouraged to upgrade their agents as soon as possible.
Deprecated
The stack-install.sh and the  install-monitoring-agent.sh installation scripts for the Cloud Monitoring agent for Linux are deprecated. Refer to the Installing the Cloud Monitoring agent guide for the latest installation procedures."
27,2020-04-28,Cloud Monitoring,https://cloud.google.com/monitoring/docs/release-notes,https://cloud.google.com/feeds/stackdriver-release-notes.xml,Deprecated,"Cloud Monitoring
Deprecated
The 5.x version of the Cloud Monitoring agent for Linux is deprecated. Users are encouraged to upgrade their agents as soon as possible.
Deprecated
The stack-install.sh and the  install-monitoring-agent.sh installation scripts for the Cloud Monitoring agent for Linux are deprecated. Refer to the Installing the Cloud Monitoring agent guide for the latest installation procedures."
28,2020-04-28,Anthos Service Mesh (beta),https://cloud.google.com/service-mesh/docs/release-notes,https://cloud.google.com/feeds/servicemesh-release-notes.xml,Feature,"Feature
The Anthos Service Mesh dashboard in the Google Cloud Console is generally available for Anthos Service Mesh installations on Google Kubernetes Engine clusters. For more information, see the Observability overview."
29,2020-04-28,Anthos Service Mesh,https://cloud.google.com/service-mesh/docs/release-notes,https://cloud.google.com/feeds/servicemesh-release-notes.xml,Feature,"Feature
The Anthos Service Mesh dashboard in the Google Cloud Console is generally available for Anthos Service Mesh installations on Google Kubernetes Engine clusters. For more information, see the Observability overview."
30,2020-04-28,Cloud Logging,https://cloud.google.com/logging/docs/release-notes,https://cloud.google.com/feeds/stackdriver-release-notes.xml,Deprecated,"Cloud Monitoring
Deprecated
The 5.x version of the Cloud Monitoring agent for Linux is deprecated. Users are encouraged to upgrade their agents as soon as possible.
Deprecated
The stack-install.sh and the  install-monitoring-agent.sh installation scripts for the Cloud Monitoring agent for Linux are deprecated. Refer to the Installing the Cloud Monitoring agent guide for the latest installation procedures."
31,2020-04-28,Cloud Trace,https://cloud.google.com/trace/docs/release-notes,https://cloud.google.com/feeds/stackdriver-release-notes.xml,Deprecated,"Cloud Monitoring
Deprecated
The 5.x version of the Cloud Monitoring agent for Linux is deprecated. Users are encouraged to upgrade their agents as soon as possible.
Deprecated
The stack-install.sh and the  install-monitoring-agent.sh installation scripts for the Cloud Monitoring agent for Linux are deprecated. Refer to the Installing the Cloud Monitoring agent guide for the latest installation procedures."
32,2020-04-28,Cloud Data Loss Prevention,https://cloud.google.com/dlp/docs/release-notes,https://cloud.google.com/feeds/dlp-release-notes.xml,Feature,"Feature
Added additional infoType detector:

JSON_WEB_TOKEN
"
33,2020-04-27,Cloud Dataproc,https://cloud.google.com/dataproc/docs/release-notes,https://cloud.google.com/feeds/dataproc-release-notes.xml,Feature,"Feature
Dataproc on GKE version 1.4.27-beta is available with minor fixes."
34,2020-04-27,Cloud Load Balancing,https://cloud.google.com/load-balancing/docs/release-notes,https://cloud.google.com/feeds/cloudloadbalancing-release-notes.xml,Feature,"Feature
Google-managed SSL certificates are available in General Availability."
35,2020-04-27,Cloud Logging,https://cloud.google.com/logging/docs/release-notes,https://cloud.google.com/feeds/stackdriver-release-notes.xml,Changed,"Cloud Logging
Changed
The Logs Viewer (Preview) is now GA. To learn more, go to the Logs Viewer (Preview)  Overview page."
36,2020-04-27,Cloud Monitoring,https://cloud.google.com/monitoring/docs/release-notes,https://cloud.google.com/feeds/stackdriver-release-notes.xml,Changed,"Cloud Logging
Changed
The Logs Viewer (Preview) is now GA. To learn more, go to the Logs Viewer (Preview)  Overview page."
37,2020-04-27,Google Kubernetes Engine (GKE),https://cloud.google.com/kubernetes-engine/docs/release-notes,https://cloud.google.com/feeds/kubernetes-engine-release-notes.xml,Version updates,"Note: This release note has been updated since it was originally published. The Issues section below was added.Version updatesGKE cluster versions have been updated.Note: Your clusters might not have these versions available. Rollouts begin on the day of the note and take four or more business days to be completed across all Google Cloud zones. For more information, see the Rollout schedule.New versions available for upgrades and new clustersThe following Kubernetes versions are now available for new clusters and for opt-in master upgrades and node upgrades for existing clusters. See these instructions for more information on the Kubernetes versioning scheme.
No channel
1.14.10-gke.37 is now available.


1.15.11-gke.11 is now available.

Stable channel
There are no new releases in the Stable release channel.
Regular channel
There are no new releases in the Regular release channel.
Rapid channel

1.17.4-gke.10 is now available in the Rapid release channel.

Upgrading
Although clusters in the Rapid channel upgrade automatically, you should still review:Known issues.
Urgent upgrade notes.
ChangesChanged
To improve the safety of upgrades and reduce disruption, all new node pools have surge upgrades turned on by default with the configuration: maxSurge=1 maxUnavailable=0. For more information, see Determining your optimal surge configuration.
GKE is also gradually reconfiguring existing node pools to use surge upgrades with the same configuration. Node pools that already have upgrade_settings defined remain unaffected.
1.17 ChangesThe following notable changes are coming in 1.17:Feature
The RunAsUsername feature in 1.17 is now beta and allows specifying the username when running a Windows container.
Feature
The RuntimeClass scheduler in 1.17 simplifies  scheduling Windows Pods to appropriate nodes
Deprecated
The following node labels are deprecated in 1.17:


Cluster Versions
Deprecated Label
New Label


1.14+
beta.kubernetes.io/os
kubernetes.io/os


1.14+
beta.kubernetes.io/arch
kubernetes.io/arch


1.17+
beta.kubernetes.io/instance-type
node.kubernetes.io/instance-type


1.17+
failure-domain.beta.kubernetes.io/zone
topology.kubernetes.io/zone


1.17+
failure-domain.beta.kubernetes.io/region
topology.kubernetes.io/region


You must identify any node selectors using beta labels and modify them to use GA labels.
Deprecated
RBAC in the apps/v1alpha1 and apps/v1beta1 API versions are deprecated in 1.17 and will no longer be served in 1.20. Update your manifests and API clients to use the rbac.authorization.k8s.io/v1 APIs before v1.20 to avoid any issues.Known issues with 1.15 and higherIssue
A known kernel bug in Linux kernel 4.18, 4.19, 4.20 and 5.0 may cause softlockup when running eBPF workloads. This may affect nodes with GKE version 1.15 or higher using cos-77-*, and GKE version 1.15 using Ubuntu. Before the fix is released, please avoid upgrading nodes to these affected versions if you run eBPF workloads.
Coming soonGoogle Kubernetes Engine will gradually upgrade clusters in the regular channel to GKE 1.16.Versions no longer available1.15.9-gke.24
1.15.9-gke.26
1.15.11-gke.1"
38,2020-04-27,Operations Suite,https://cloud.google.com/stackdriver/docs/release-notes,https://cloud.google.com/feeds/stackdriver-release-notes.xml,Changed,"Cloud Logging
Changed
The Logs Viewer (Preview) is now GA. To learn more, go to the Logs Viewer (Preview)  Overview page."
39,2020-04-27,BigQuery Data Transfer Service,https://cloud.google.com/bigquery-transfer/docs/release-notes,https://cloud.google.com/feeds/bigquerydatatransfer-release-notes.xml,Changed,"Changed
BigQuery Data Transfer Service is now available in the Las Vegas (us-west4) region."
40,2020-04-27,Cloud Profiler,https://cloud.google.com/profiler/docs/release-notes,https://cloud.google.com/feeds/stackdriver-release-notes.xml,Changed,"Cloud Logging
Changed
The Logs Viewer (Preview) is now GA. To learn more, go to the Logs Viewer (Preview)  Overview page."
41,2020-04-27,Error Reporting,https://cloud.google.com/error-reporting/docs/release-notes,https://cloud.google.com/feeds/stackdriver-release-notes.xml,Changed,"Cloud Logging
Changed
The Logs Viewer (Preview) is now GA. To learn more, go to the Logs Viewer (Preview)  Overview page."
42,2020-04-27,Cloud Composer,https://cloud.google.com/composer/docs/release-notes,https://cloud.google.com/feeds/composer-release-notes.xml,Changed,"Changed

New versions of Cloud Composer images: composer-1.10.2-airflow-1.10.2, composer-1.10.2-airflow-1.10.3 and composer-1.10.2-airflow-1.10.6. The default is composer-1.10.2-airflow-1.10.3. Upgrade your Cloud SDK to use features in this release.

Fixed

Fixed an issue with the CloudSQL Proxy HealthCheck that caused the Proxy Pod to restart repeatedly.
The fluentd spec for in-cluster build log exporting now correctly points to the production fluentd image from cloud-airflow-releaser. This fix is required for Composer to correctly perform in-cluster builds for VPC SC configuration.
Adjusted ImageBuilder to fix PyPI package installation issues when using VPC SC.
Fixed intermittent issues with airflow-monitoring during the initialization phase.
Fixed an issue that caused the Airflow scheduler and worker pods to take ~10 minutes to terminate.
Fixed an issue with upgrading the image version and improved error handling during Composer environment upgrades.

Deprecated

The oldest supported version of Composer is now composer-1.6.0-airflow-x.x.x
"
43,2020-04-27,BigQuery,https://cloud.google.com/bigquery/docs/release-notes,https://cloud.google.com/feeds/bigquery-release-notes.xml,Changed,"Changed
BigQuery is now available in the Las Vegas (us-west4) region."
44,2020-04-27,Cloud Trace,https://cloud.google.com/trace/docs/release-notes,https://cloud.google.com/feeds/stackdriver-release-notes.xml,Changed,"Cloud Logging
Changed
The Logs Viewer (Preview) is now GA. To learn more, go to the Logs Viewer (Preview)  Overview page."
45,2020-04-27,Cloud Debugger,https://cloud.google.com/debugger/docs/release-notes,https://cloud.google.com/feeds/stackdriver-release-notes.xml,Changed,"Cloud Logging
Changed
The Logs Viewer (Preview) is now GA. To learn more, go to the Logs Viewer (Preview)  Overview page."
46,2020-04-25,Dialogflow,https://cloud.google.com/dialogflow/docs/release-notes,https://cloud.google.com/feeds/dialogflow-release-notes.xml,Changed,"Changed
In May 2020, the Facebook Messenger integration will be updated, and you may notice slight changes related to fulfillment.
To make sure that your Facebook Messenger bot keeps functioning normally, observe the following recommendations:

To get the Facebook sender.id value,  use the originalDetectIntentRequest.payload.data.sender field from the Dialogflow WebhookRequest message.
To get the source field value, use the originalDetectIntentRequest.source field from the Dialogflow WebhookRequest message.
To send rich response messages from your webhook to the Facebook Messenger integration, use the WebhookResponse.fulfillment_mesages[].payload field.
In your webhook logic, don’t rely on the fields that are not documented in the official Facebook Messenger API.

If you have any questions, reach out to your primary support channel."
47,2020-04-24,AI Platform,https://cloud.google.com/ai-platform/docs/release-notes,https://cloud.google.com/feeds/aiplatform-release-notes.xml,Feature,"AI Platform Prediction
Feature
Visualization settings for AI Explanations are now available. You can customize how feature attributions are displayed for image data.
Learn more about visualizing explanations."
48,2020-04-24,AI Platform Prediction,https://cloud.google.com/ai-platform/prediction/docs/release-notes,https://cloud.google.com/feeds/ai-platform-prediction-release-notes.xml,Feature,"Feature
Visualization settings for AI Explanations are now available. You can customize how feature attributions are displayed for image data.
Learn more about visualizing explanations."
49,2020-04-24,Google Kubernetes Engine (GKE),https://cloud.google.com/kubernetes-engine/docs/release-notes,https://cloud.google.com/feeds/kubernetes-engine-release-notes.xml,New features,"Note: This release note has been updated since it was originally published. The Issues section below was added.New featuresFeature
The ability to create new GKE clusters or update existing GKE clusters with node pools running Windows Server is now generally available.
Feature
Master global access for private clusters is now available in beta. With master global access, you can access the master's private endpoint from any Google Cloud region or on-premises environment no matter what the private cluster's region is.
IssuesIssue
A known kernel bug in Linux kernel 4.18, 4.19, 4.20 and 5.0 may cause softlockup when running eBPF workloads. This may affect nodes with GKE version 1.15 or higher using cos-77-*, and GKE version 1.15 using Ubuntu. Before the fix is released, please avoid upgrading nodes to these affected versions if you run eBPF workloads."
50,2020-04-24,Virtual Private Cloud (VPC),https://cloud.google.com/vpc/docs/release-notes,https://cloud.google.com/feeds/vpc-release-notes.xml,Feature,"Feature
Private Google Access for on-premises hosts permits on-premises hosts to send traffic from any internal IP addresses, not just RFC 1918 addresses. This feature is now Generally Available."
51,2020-04-23,Cloud Load Balancing,https://cloud.google.com/load-balancing/docs/release-notes,https://cloud.google.com/feeds/cloudloadbalancing-release-notes.xml,Feature,"Feature
External HTTP(S) load balancers now support header-based routing and query parameter-based routing.
These features are available in General Availability."
52,2020-04-23,Cloud Billing,https://cloud.google.com/billing/docs/release-notes,https://cloud.google.com/feeds/billing-release-notes.xml,Feature,"Feature
For customers with self-serve/online Cloud Billing accounts, you can now find your Cloud Billing documents in the Documents page of the Cloud Billing console. In the Documents page, you can find your monthly invoices or statements, as well as tax documents, if applicable to your account. Before this launch, the Documents page was only available to customers viewing invoiced Cloud Billing accounts, while self-serve/online accounts were limited to finding their Cloud Billing documents in the Transactions page. See the ⁠documentation for more details.
Changed
Cost forecasts in Cloud Billing reports has been updated to calculate your forecasted spend up to 12 months in the future. Previously, the calculation forecasted your spend for the next 30 days. Cost forecasts make it easier to see at a glance how your costs are trending and how much you are projected to spend over a time range you specify. See the documentation for more information."
53,2020-04-23,Anthos GKE,https://cloud.google.com/anthos/gke/docs/on-prem/release-notes,https://cloud.google.com/feeds/gkeonprem-release-notes.xml,Changed,"Changed
Preflight check in gkeadm for access to the Cloud Storage bucket that holds the admin workstation OVA.
Changed
Preflight check for internet access includes additional URL www.googleapis.com.
Changed
Preflight check for test VM DNS availability.
Changed
Preflight check for test VM NTP availability.
Changed
Preflight check for test VM F5 access.
Changed
Before downloading and creating VM templates from OVAs, GKE on-prem checks if the VM template already exists in vCenter.
Changed
Rename gkeadm’s automatically created service accounts.
Changed
OVA download  displays download progress.
Changed
gkeadm prepopulates bundlepath in the seed config on the admin workstation.
Changed
Fix for Docker failed DNS resolution on admin workstation at startup.
Changed
Admin workstation provisioned by gkeadm uses thin disk provisioning.
Changed
Improved user cluster Istio ingress gateway reliability.
Changed
Ubuntu image is upgraded to include newest packages.
Changed
Update the vCenter credentials for your clusters using the preview command gkectl update credentials vsphere.
Fixed
The gkeadm configuration file, admin-ws-config.yaml, accepts paths that are prefixed with ~/ for the Certificate Authority (CA) certificate.
Fixed
Test VMs wait until the network is ready before starting preflight checks.
Fixed
Improve the error message in preflight check failure for F5 BIG-IP.
Fixed
Skip VIP check in preflight check in manual load balancing mode.
Fixed
Upgraded Calico to version 3.8.8 to fix several security vulnerabilities.
Fixed
Upgraded F5 BIG-IP Controller Docker image to version 1.14.0 to fix a security vulnerability.
Fixed
Fixed gkeadm admin workstation gcloud proxy username and password configuration.
Fixed
Fixed the bug that was preventing gkectl check-config from automatically using the proxy that you set in your configuration file when running the full set of preflight validation checks with any GKE on-prem download image.
Fixed
Fixed an admin workstation upgrade failure when the upgrade process was unable to retrieve SSH keys, which would cause a Golang segmentation fault."
54,2020-04-23,Anthos,https://cloud.google.com/anthos/docs/release-notes,https://cloud.google.com/feeds/anthos-release-notes.xml,Feature,"Feature
Anthos 1.3.1 is now available.
Updated components:

Anthos GKE on-prem release notes
"
